                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.3692,                 4.8461,                 4.1194,                0.00292,                0.18099,                0.00227,                0.00064,                 3.1552,                 4.1464,                 3.9666,               0.070048,               0.003328,               0.003328
