                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.3748,                 4.8429,                 4.1048,                0.00236,                0.19034,                0.00217,                0.00061,                  3.182,                 4.2912,                 3.9556,               0.070048,               0.003328,               0.003328
