                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,      train/dehaze_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,        val/dehaze_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                 1.1222,                 1.5082,                 1.3832,                      0,                0.57931,                0.56109,                0.56736,                0.35987,                 1.2555,                 1.4719,                 1.4754,                      0,                0.00703,                0.00703,                0.00703
                     32,                 1.1012,                 1.4626,                 1.3565,                      0,                0.64644,                0.51852,                0.56216,                 0.3571,                 1.2376,                 1.4784,                 1.4633,                      0,               0.006931,               0.006931,               0.006931
                     33,                  1.096,                 1.4739,                 1.3585,                      0,                0.59708,                0.52602,                0.55421,                0.35191,                 1.2527,                  1.525,                 1.4843,                      0,               0.006832,               0.006832,               0.006832
                     34,                 1.0887,                 1.4444,                 1.3548,                      0,                0.60528,                0.53432,                0.56235,                0.35267,                 1.2599,                 1.4831,                 1.4891,                      0,               0.006733,               0.006733,               0.006733
                     35,                 1.0779,                 1.4218,                 1.3527,                      0,                0.64661,                0.54216,                0.59004,                0.37032,                 1.2289,                 1.4267,                 1.4594,                      0,               0.006634,               0.006634,               0.006634
                     36,                 1.0767,                 1.3969,                 1.3366,                      0,                 0.6413,                0.54226,                0.58592,                0.37113,                 1.2315,                 1.4162,                 1.4547,                      0,               0.006535,               0.006535,               0.006535
                     37,                 1.0625,                 1.3889,                 1.3343,                      0,                0.63928,                0.54108,                0.58779,                0.37497,                 1.2347,                 1.4173,                 1.4662,                      0,               0.006436,               0.006436,               0.006436
                     38,                 1.0617,                 1.4024,                 1.3349,                      0,                0.58253,                0.56086,                0.57451,                0.36848,                 1.2303,                 1.4526,                  1.462,                      0,               0.006337,               0.006337,               0.006337
                     39,                 1.0703,                 1.3972,                 1.3455,                      0,                 0.6066,                0.55246,                0.57772,                0.37134,                  1.232,                 1.4315,                 1.4669,                      0,               0.006238,               0.006238,               0.006238
                     40,                 1.0461,                 1.3493,                 1.3216,                      0,                0.61735,                0.54818,                0.58339,                0.37789,                 1.2262,                 1.4454,                 1.4577,                      0,               0.006139,               0.006139,               0.006139
                     41,                 1.0452,                 1.3373,                  1.318,                      0,                0.62802,                0.54947,                0.58762,                0.37769,                  1.223,                 1.4267,                 1.4564,                      0,                0.00604,                0.00604,                0.00604
                     42,                 1.0398,                 1.3302,                 1.3226,                      0,                0.64183,                0.55237,                0.59161,                0.37826,                 1.2242,                 1.3855,                 1.4472,                      0,               0.005941,               0.005941,               0.005941
                     43,                  1.041,                 1.3314,                 1.3205,                      0,                  0.627,                0.56802,                0.59715,                0.38655,                 1.2243,                 1.4061,                 1.4519,                      0,               0.005842,               0.005842,               0.005842
                     44,                 1.0339,                 1.3181,                 1.3187,                      0,                0.63583,                0.55806,                0.59967,                0.38932,                 1.2213,                 1.4196,                 1.4454,                      0,               0.005743,               0.005743,               0.005743
                     45,                 1.0282,                 1.2976,                   1.31,                      0,                0.65204,                0.56938,                0.60913,                0.39334,                  1.221,                 1.3485,                 1.4407,                      0,               0.005644,               0.005644,               0.005644
                     46,                 1.0122,                  1.274,                 1.2889,                      0,                0.64637,                0.56946,                0.60594,                 0.3904,                 1.2097,                 1.3722,                 1.4308,                      0,               0.005545,               0.005545,               0.005545
                     47,                 1.0064,                 1.2556,                 1.2884,                      0,                0.65068,                0.57308,                0.61359,                0.39582,                 1.2274,                 1.3731,                 1.4486,                      0,               0.005446,               0.005446,               0.005446
                     48,                 1.0197,                 1.2411,                 1.2856,                      0,                0.66896,                0.56729,                0.61867,                 0.4028,                  1.207,                 1.3461,                 1.4233,                      0,               0.005347,               0.005347,               0.005347
                     49,                 1.0051,                 1.2395,                 1.2851,                      0,                 0.6557,                0.56613,                0.60962,                0.39693,                 1.2208,                 1.3858,                 1.4545,                      0,               0.005248,               0.005248,               0.005248
                     50,                 1.0039,                 1.2417,                 1.2828,                      0,                0.65763,                0.56284,                0.61488,                0.39986,                 1.2081,                 1.3336,                 1.4304,                      0,               0.005149,               0.005149,               0.005149
                     51,                0.99767,                 1.2197,                 1.2817,                      0,                0.66229,                0.57893,                0.62149,                0.40228,                 1.2201,                 1.3213,                 1.4448,                      0,                0.00505,                0.00505,                0.00505
                     52,                0.98766,                  1.198,                 1.2709,                      0,                 0.6595,                0.56973,                0.60684,                0.39141,                 1.2094,                 1.3296,                 1.4391,                      0,               0.004951,               0.004951,               0.004951
                     53,                0.97798,                 1.1991,                 1.2699,                      0,                0.63631,                0.58877,                0.61585,                0.40198,                 1.1967,                  1.313,                 1.4212,                      0,               0.004852,               0.004852,               0.004852
                     54,                0.97548,                 1.1725,                 1.2671,                      0,                0.68887,                0.58644,                0.63724,                0.41798,                 1.1956,                 1.2855,                 1.4248,                      0,               0.004753,               0.004753,               0.004753
                     55,                0.97407,                 1.1631,                 1.2558,                      0,                0.68138,                0.57238,                0.62008,                0.40613,                 1.1922,                 1.3058,                 1.4176,                      0,               0.004654,               0.004654,               0.004654
                     56,                0.96585,                 1.1437,                 1.2595,                      0,                0.67953,                 0.5918,                0.63409,                0.41793,                 1.1926,                 1.3048,                 1.4213,                      0,               0.004555,               0.004555,               0.004555
                     57,                0.95997,                 1.1348,                 1.2489,                      0,                0.68071,                0.58795,                0.63614,                0.41716,                 1.1809,                 1.2787,                 1.4096,                      0,               0.004456,               0.004456,               0.004456
                     58,                0.95691,                 1.1305,                 1.2501,                      0,                0.66743,                 0.6056,                0.63704,                0.42238,                 1.1859,                 1.2814,                 1.4135,                      0,               0.004357,               0.004357,               0.004357
                     59,                0.95343,                 1.1163,                 1.2453,                      0,                0.68269,                0.59262,                0.64002,                0.42172,                 1.1872,                 1.2814,                 1.4186,                      0,               0.004258,               0.004258,               0.004258
                     60,                0.94393,                 1.1108,                 1.2461,                      0,                 0.6771,                0.58866,                0.63703,                 0.4233,                 1.1767,                 1.2619,                 1.4082,                      0,               0.004159,               0.004159,               0.004159
                     61,                0.93931,                  1.097,                  1.243,                      0,                0.70145,                 0.5768,                0.63862,                0.42384,                 1.1798,                 1.2612,                 1.4023,                      0,                0.00406,                0.00406,                0.00406
                     62,                0.94125,                 1.1004,                 1.2398,                      0,                0.67834,                0.58655,                0.63469,                0.42185,                 1.1828,                  1.278,                 1.4095,                      0,               0.003961,               0.003961,               0.003961
                     63,                 0.9231,                 1.0834,                 1.2251,                      0,                0.70781,                0.57512,                 0.6406,                0.42261,                 1.1932,                  1.246,                 1.4231,                      0,               0.003862,               0.003862,               0.003862
                     64,                0.92803,                 1.0757,                 1.2309,                      0,                0.69597,                0.57676,                0.63664,                0.41869,                  1.188,                 1.2572,                 1.4121,                      0,               0.003763,               0.003763,               0.003763
                     65,                0.92259,                 1.0719,                 1.2241,                      0,                0.66734,                0.58149,                0.62355,                 0.4132,                 1.1779,                 1.2586,                 1.4048,                      0,               0.003664,               0.003664,               0.003664
                     66,                0.93132,                 1.0638,                 1.2308,                      0,                0.66875,                0.59077,                 0.6334,                0.41851,                 1.1822,                 1.2533,                 1.4034,                      0,               0.003565,               0.003565,               0.003565
                     67,                0.91881,                  1.053,                 1.2216,                      0,                0.69082,                0.59047,                0.64461,                0.42935,                 1.1669,                 1.2427,                 1.4032,                      0,               0.003466,               0.003466,               0.003466
                     68,                0.90368,                 1.0416,                 1.2193,                      0,                0.69354,                0.58795,                0.64481,                0.43219,                 1.1688,                 1.2514,                 1.3909,                      0,               0.003367,               0.003367,               0.003367
                     69,                0.90582,                 1.0408,                 1.2216,                      0,                0.69782,                 0.5908,                0.65285,                0.43785,                 1.1758,                 1.2362,                 1.4111,                      0,               0.003268,               0.003268,               0.003268
                     70,                0.89641,                 1.0144,                 1.2082,                      0,                0.68072,                0.60488,                0.64798,                0.43315,                 1.1619,                 1.2494,                 1.3995,                      0,               0.003169,               0.003169,               0.003169
                     71,                0.89973,                 1.0171,                 1.2101,                      0,                0.68329,                0.59886,                0.64165,                0.42941,                 1.1718,                 1.2482,                 1.3993,                      0,                0.00307,                0.00307,                0.00307
                     72,                0.89514,                 1.0111,                 1.2077,                      0,                0.67093,                0.62432,                0.64705,                0.42938,                 1.1674,                 1.2332,                 1.4032,                      0,               0.002971,               0.002971,               0.002971
                     73,                0.88639,                0.98774,                 1.2033,                      0,                0.69416,                0.60668,                0.64805,                0.43591,                 1.1604,                 1.2196,                 1.3889,                      0,               0.002872,               0.002872,               0.002872
